ticket_id,company_id,customer_id,agent_id,created_at,updated_at,closed_at,status,priority,category,subcategory,channel,subject,description,tags,resolution_time_hours,first_response_time_minutes,sla_breached,nps_score,csat_score,sentiment,escalated,reopened_count,related_ticket_ids
TKT000011,COMP00064,CUST00287,AGENT024,2025-12-17 08:02:22,2025-12-17 22:02:22,2025-12-21 09:24:34,RESOLVED,HIGH,TECHNICAL,TERMINAL_NOT_WORKING,CHAT,Payment terminal not turning on,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,TECHNICAL|TERMINAL_NOT_WORKING|SLA_BREACHED,97.37,16,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000012,COMP00045,CUST00031,,2025-09-15 14:49:22,2025-09-15 23:49:22,,OPEN,MEDIUM,COMMERCIAL,CANCELLATION,CHAT,Request service cancellation,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMERCIAL|CANCELLATION,,,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000013,COMP00047,CUST00194,AGENT012,2025-12-24 20:06:22,2025-12-25 04:06:22,2025-12-26 02:29:46,RESOLVED,MEDIUM,TECHNICAL,CARD_NOT_READING,PORTAL,Terminal not reading card,The card reader is not working. I tried cleaning it but the problem persists.,TECHNICAL|CARD_NOT_READING|SLA_BREACHED,30.39,142,TRUE,,,VERY_NEGATIVE,TRUE,2,
TKT000014,COMP00036,CUST00002,AGENT013,2025-11-06 08:19:22,2025-11-06 23:19:22,2025-11-08 02:16:58,CLOSED,MEDIUM,INFORMATION,HOW_TO,EMAIL,How to process a mobile payment?,I need help configuring and processing mobile payments on the terminal.,INFORMATION|HOW_TO|SLA_BREACHED,41.96,93,TRUE,3,4.75,POSITIVE,FALSE,0,
TKT000015,COMP00032,CUST00009,AGENT002,2026-01-03 15:42:22,2026-01-04 07:42:22,2026-01-08 20:14:46,RESOLVED,MEDIUM,COMPLAINT,SYSTEM_DOWN,PHONE,System down for hours,The system has been down since 8am and I am losing sales. I need an urgent solution!,COMPLAINT|SYSTEM_DOWN|SLA_BREACHED|CHURN_RISK,124.54,107,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000016,COMP00084,CUST00029,AGENT019,2026-01-07 08:34:22,2026-01-08 23:34:22,2026-01-12 18:28:22,CLOSED,MEDIUM,TECHNICAL,CARD_NOT_READING,LIVE_CHAT,Terminal not reading card,The card reader is not working. I tried cleaning it but the problem persists.,TECHNICAL|CARD_NOT_READING|SLA_BREACHED|CHURN_RISK,129.9,214,TRUE,4,4.51,NEUTRAL,FALSE,0,
TKT000017,COMP00075,CUST00090,,2025-12-02 04:13:22,2025-12-03 22:13:22,,OPEN,LOW,COMMERCIAL,CANCELLATION,PORTAL,Request service cancellation,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMERCIAL|CANCELLATION|CHURN_RISK,,,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000018,COMP00036,CUST00077,AGENT023,2025-12-31 12:00:22,2025-12-31 22:00:22,,IN_PROGRESS,LOW,COMPLAINT,POOR_SERVICE,EMAIL,Dissatisfied with service,I am very dissatisfied with the service. I have opened 5 tickets and no one has solved my problem.,COMPLAINT|POOR_SERVICE,,417,FALSE,,,VERY_NEGATIVE,FALSE,1,
TKT000019,COMP00098,CUST00286,,2025-12-11 05:33:22,2025-12-12 05:33:22,,OPEN,MEDIUM,FINANCIAL,MISSING_PAYMENT,PORTAL,Payment not deposited to account,I made sales on 12/09/2025 totaling $3637.5 and the amount was not credited to my account.,FINANCIAL|MISSING_PAYMENT,,,FALSE,,,POSITIVE,FALSE,0,
TKT000020,COMP00012,CUST00138,AGENT025,2025-12-24 22:10:22,2025-12-26 12:10:22,2025-12-29 23:59:34,CLOSED,LOW,TECHNICAL,TERMINAL_NOT_WORKING,CHAT,Payment terminal not turning on,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,TECHNICAL|TERMINAL_NOT_WORKING|SLA_BREACHED|CHURN_RISK,121.82,148,TRUE,3,4.48,NEGATIVE,FALSE,0,
TKT000021,COMP00063,CUST00098,AGENT007,2025-08-21 14:01:22,2025-08-22 16:01:22,,IN_PROGRESS,MEDIUM,FINANCIAL,RECEIPT_ERROR,PORTAL,Receipt not printed,I made a sale of $2446.71 but the receipt was not printed. Customer is asking for a receipt.,FINANCIAL|RECEIPT_ERROR,,473,FALSE,,,NEUTRAL,FALSE,0,
TKT000022,COMP00089,CUST00239,AGENT024,2025-12-11 06:29:22,2025-12-12 13:29:22,2025-12-16 14:33:34,RESOLVED,LOW,FINANCIAL,MISSING_PAYMENT,CHAT,Payment not deposited to account,I made sales on 12/08/2025 totaling $5371.76 and the amount was not credited to my account.,FINANCIAL|MISSING_PAYMENT|SLA_BREACHED|CHURN_RISK,128.07,86,TRUE,,,NEUTRAL,FALSE,0,
TKT000023,COMP00039,CUST00114,AGENT008,2025-11-10 17:32:22,2025-11-11 18:32:22,,PENDING_CUSTOMER,LOW,COMPLAINT,POOR_SERVICE,LIVE_CHAT,Dissatisfied with service,I am very dissatisfied with the service. I have opened 5 tickets and no one has solved my problem.,COMPLAINT|POOR_SERVICE,,296,FALSE,,,NEGATIVE,FALSE,1,
TKT000024,COMP00074,CUST00173,AGENT024,2026-01-02 02:02:22,2026-01-03 01:02:22,2026-01-03 06:53:22,CLOSED,MEDIUM,INFORMATION,HOW_TO,PORTAL,How to process a mobile payment?,I need help configuring and processing mobile payments on the terminal.,INFORMATION|HOW_TO|SLA_BREACHED,28.85,189,TRUE,2,4.67,POSITIVE,TRUE,0,
TKT000025,COMP00011,CUST00025,AGENT005,2025-11-04 04:40:22,2025-11-04 05:40:22,2025-11-05 17:48:46,RESOLVED,LOW,TECHNICAL,CARD_NOT_READING,EMAIL,Terminal not reading card,The card reader is not working. I tried cleaning it but the problem persists.,TECHNICAL|CARD_NOT_READING|CHURN_RISK,37.14,121,FALSE,,,NEGATIVE,FALSE,0,
TKT000026,COMP00084,CUST00248,,2025-11-28 17:48:22,2025-11-29 11:48:22,,OPEN,MEDIUM,COMPLAINT,POOR_SERVICE,EMAIL,Dissatisfied with service,I am very dissatisfied with the service. I have opened 5 tickets and no one has solved my problem.,COMPLAINT|POOR_SERVICE|CHURN_RISK,,,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000027,COMP00006,CUST00221,AGENT020,2025-10-26 12:42:22,2025-10-27 22:42:22,2025-10-28 07:29:10,RESOLVED,LOW,COMPLAINT,LONG_WAIT,LIVE_CHAT,Too long wait time for support,I have been waiting for 42 minutes to be served. This is unacceptable!,COMPLAINT|LONG_WAIT|CHURN_RISK,42.78,95,FALSE,,,VERY_NEGATIVE,TRUE,1,
TKT000028,COMP00056,CUST00236,AGENT003,2025-12-07 19:34:22,2025-12-08 21:34:22,2025-12-10 11:36:10,CLOSED,HIGH,FINANCIAL,MISSING_PAYMENT,EMAIL,Payment not deposited to account,I made sales on 12/06/2025 totaling $6710.49 and the amount was not credited to my account.,FINANCIAL|MISSING_PAYMENT|SLA_BREACHED|CHURN_RISK,64.03,146,TRUE,10,1.04,NEUTRAL,FALSE,0,
TKT000029,COMP00005,CUST00170,AGENT023,2025-12-08 13:51:22,2025-12-10 02:51:22,,IN_PROGRESS,HIGH,COMPLAINT,POOR_SERVICE,EMAIL,Dissatisfied with service,I am very dissatisfied with the service. I have opened 2 tickets and no one has solved my problem.,COMPLAINT|POOR_SERVICE,,248,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000030,COMP00097,CUST00144,AGENT001,2025-10-04 23:06:22,2025-10-05 13:06:22,,IN_PROGRESS,HIGH,TECHNICAL,TERMINAL_NOT_WORKING,LIVE_CHAT,Payment terminal not turning on,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,TECHNICAL|TERMINAL_NOT_WORKING,,305,FALSE,,,NEUTRAL,FALSE,0,
TKT000031,COMP00075,CUST00289,AGENT005,2026-01-03 05:05:22,2026-01-05 02:05:22,,PENDING_CUSTOMER,HIGH,COMPLAINT,LONG_WAIT,PORTAL,Too long wait time for support,I have been waiting for 99 minutes to be served. This is unacceptable!,COMPLAINT|LONG_WAIT|CHURN_RISK,,375,FALSE,,,NEGATIVE,FALSE,0,
TKT000032,COMP00071,CUST00051,AGENT025,2025-12-19 15:27:22,2025-12-20 12:27:22,2025-12-19 20:54:58,CLOSED,LOW,COMPLAINT,SYSTEM_DOWN,LIVE_CHAT,System down for hours,The system has been down since 17am and I am losing sales. I need an urgent solution!,COMPLAINT|SYSTEM_DOWN,5.46,74,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000033,COMP00022,CUST00193,AGENT010,2025-12-19 20:11:22,2025-12-20 12:11:22,2025-12-24 20:08:22,RESOLVED,HIGH,INFORMATION,HOW_TO,PHONE,How to process a mobile payment?,I need help configuring and processing mobile payments on the terminal.,INFORMATION|HOW_TO|SLA_BREACHED,119.95,26,TRUE,,,NEUTRAL,FALSE,0,
TKT000034,COMP00046,CUST00079,,2025-11-10 07:25:22,2025-11-11 12:25:22,,OPEN,HIGH,TECHNICAL,CONNECTION_ERROR,CHAT,Connection error with terminal,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",TECHNICAL|CONNECTION_ERROR,,,FALSE,,,NEGATIVE,TRUE,0,
TKT000035,COMP00006,CUST00221,AGENT018,2025-12-18 00:16:22,2025-12-18 06:16:22,,IN_PROGRESS,LOW,COMMERCIAL,PLAN_CHANGE,LIVE_CHAT,Want to change service plan,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMERCIAL|PLAN_CHANGE|CHURN_RISK,,310,FALSE,,,NEGATIVE,TRUE,0,
TKT000036,COMP00066,CUST00044,AGENT005,2025-11-12 23:51:22,2025-11-13 17:51:22,,IN_PROGRESS,LOW,FINANCIAL,CHARGEBACK,LIVE_CHAT,Unauthorized chargeback on account,A chargeback of $2902.61 was made to my account without authorization. I need to understand the reason and reverse it.,FINANCIAL|CHARGEBACK,,159,FALSE,,,NEGATIVE,TRUE,0,
TKT000037,COMP00035,CUST00142,AGENT024,2025-12-21 01:58:22,2025-12-22 18:58:22,2025-12-24 13:31:22,RESOLVED,HIGH,TECHNICAL,CONNECTION_ERROR,LIVE_CHAT,Connection error with terminal,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",TECHNICAL|CONNECTION_ERROR|SLA_BREACHED,83.55,162,TRUE,,,NEUTRAL,TRUE,0,
TKT000038,COMP00066,CUST00203,AGENT021,2025-12-28 22:24:22,2025-12-30 13:24:22,2025-12-29 21:42:22,RESOLVED,MEDIUM,FINANCIAL,RECEIPT_ERROR,LIVE_CHAT,Receipt not printed,I made a sale of $4324.77 but the receipt was not printed. Customer is asking for a receipt.,FINANCIAL|RECEIPT_ERROR,23.3,87,FALSE,,,NEUTRAL,FALSE,1,
TKT000039,COMP00078,CUST00164,AGENT011,2025-12-30 19:08:22,2025-12-31 20:08:22,2026-01-01 18:35:22,CLOSED,HIGH,COMMERCIAL,CANCELLATION,PORTAL,Request service cancellation,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMERCIAL|CANCELLATION|SLA_BREACHED,47.45,206,TRUE,1,4.73,NEUTRAL,FALSE,0,
TKT000040,COMP00031,CUST00282,AGENT023,2026-01-11 18:19:22,2026-01-11 23:19:22,,IN_PROGRESS,HIGH,TECHNICAL,UPDATE_NEEDED,LIVE_CHAT,Terminal update request,The terminal is asking for an update but I cannot do it. How do I proceed?,TECHNICAL|UPDATE_NEEDED,,424,FALSE,,,VERY_NEGATIVE,TRUE,0,
TKT000041,COMP00074,CUST00130,AGENT019,2025-11-27 19:21:22,2025-11-28 21:21:22,2025-12-01 13:21:58,RESOLVED,MEDIUM,FINANCIAL,RECEIPT_ERROR,PORTAL,Receipt not printed,I made a sale of $1947.26 but the receipt was not printed. Customer is asking for a receipt.,FINANCIAL|RECEIPT_ERROR|SLA_BREACHED,90.01,240,TRUE,,,VERY_NEGATIVE,TRUE,1,
TKT000042,COMP00081,CUST00275,AGENT020,2025-12-05 15:42:22,2025-12-05 18:42:22,2025-12-09 14:32:46,CLOSED,LOW,FINANCIAL,RECEIPT_ERROR,LIVE_CHAT,Receipt not printed,I made a sale of $1316.33 but the receipt was not printed. Customer is asking for a receipt.,FINANCIAL|RECEIPT_ERROR|SLA_BREACHED,94.84,170,TRUE,6,4.87,NEGATIVE,TRUE,0,
TKT000043,COMP00039,CUST00114,AGENT015,2025-12-13 01:13:22,2025-12-14 21:13:22,,IN_PROGRESS,LOW,COMPLAINT,SYSTEM_DOWN,CHAT,System down for hours,The system has been down since 17am and I am losing sales. I need an urgent solution!,COMPLAINT|SYSTEM_DOWN,,306,FALSE,,,NEGATIVE,FALSE,0,
TKT000044,COMP00051,CUST00152,AGENT010,2025-12-21 15:41:22,2025-12-22 13:41:22,2025-12-24 20:27:34,CLOSED,LOW,TECHNICAL,CARD_NOT_READING,LIVE_CHAT,Terminal not reading card,The card reader is not working. I tried cleaning it but the problem persists.,TECHNICAL|CARD_NOT_READING|SLA_BREACHED|CHURN_RISK,76.77,57,TRUE,5,2.9,VERY_NEGATIVE,FALSE,0,
TKT000045,COMP00044,CUST00059,AGENT024,2026-01-12 07:07:22,2026-01-12 23:07:22,2026-01-15 22:03:10,CLOSED,LOW,TECHNICAL,CONNECTION_ERROR,PHONE,Connection error with terminal,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",TECHNICAL|CONNECTION_ERROR|SLA_BREACHED|CHURN_RISK,86.93,146,TRUE,8,2.71,VERY_NEGATIVE,FALSE,0,
TKT000046,COMP00018,CUST00096,AGENT015,2025-12-01 04:23:22,2025-12-02 18:23:22,2025-12-04 04:50:22,CLOSED,HIGH,TECHNICAL,TERMINAL_NOT_WORKING,CHAT,Payment terminal not turning on,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,TECHNICAL|TERMINAL_NOT_WORKING|SLA_BREACHED,72.45,6,TRUE,,,NEUTRAL,FALSE,0,
TKT000047,COMP00085,CUST00033,AGENT009,2025-12-07 00:37:22,2025-12-08 19:37:22,,PENDING_CUSTOMER,MEDIUM,FINANCIAL,WRONG_FEE,PORTAL,Incorrect fee charged,The fee charged on transactions is different from what was contracted. I contracted 2.5% but am being charged 3.5%.,FINANCIAL|WRONG_FEE|CHURN_RISK,,446,FALSE,,,VERY_NEGATIVE,FALSE,0,
TKT000048,COMP00021,CUST00199,AGENT006,2025-12-03 23:41:22,2025-12-05 19:41:22,2025-12-08 22:26:22,RESOLVED,MEDIUM,FINANCIAL,WRONG_FEE,PHONE,Incorrect fee charged,The fee charged on transactions is different from what was contracted. I contracted 2.5% but am being charged 3.5%.,FINANCIAL|WRONG_FEE|SLA_BREACHED|CHURN_RISK,118.75,81,TRUE,,,POSITIVE,FALSE,0,
TKT000049,COMP00043,CUST00060,AGENT013,2026-01-04 19:39:22,2026-01-05 23:39:22,2026-01-06 03:15:58,RESOLVED,LOW,COMPLAINT,POOR_SERVICE,PORTAL,Dissatisfied with service,I am very dissatisfied with the service. I have opened 5 tickets and no one has solved my problem.,COMPLAINT|POOR_SERVICE|CHURN_RISK,31.61,167,FALSE,,,NEGATIVE,FALSE,0,
TKT000050,COMP00018,CUST00096,AGENT016,2025-12-30 03:09:22,2025-12-30 12:09:22,2025-12-31 12:20:10,CLOSED,CRITICAL,TECHNICAL,TERMINAL_NOT_WORKING,LIVE_CHAT,Payment terminal not turning on,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,TECHNICAL|TERMINAL_NOT_WORKING|SLA_BREACHED|URGENT,33.18,103,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000051,COMP00026,CUST00228,AGENT002,2025-12-15 15:12:22,2025-12-16 09:12:22,2025-12-17 05:21:58,CLOSED,LOW,TECHNICAL,TERMINAL_NOT_WORKING,PORTAL,Payment terminal not turning on,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,TECHNICAL|TERMINAL_NOT_WORKING,38.16,78,FALSE,7,3.26,VERY_NEGATIVE,FALSE,0,
TKT000052,COMP00012,CUST00138,AGENT015,2025-11-02 06:14:22,2025-11-03 17:14:22,2025-11-03 19:20:58,CLOSED,HIGH,TECHNICAL,CARD_NOT_READING,EMAIL,Terminal not reading card,The card reader is not working. I tried cleaning it but the problem persists.,TECHNICAL|CARD_NOT_READING|SLA_BREACHED|CHURN_RISK,37.11,113,TRUE,10,4.01,NEGATIVE,FALSE,0,
TKT000053,COMP00061,CUST00045,AGENT012,2025-12-19 13:59:22,2025-12-21 11:59:22,2025-12-23 20:42:34,CLOSED,MEDIUM,FINANCIAL,RECEIPT_ERROR,EMAIL,Receipt not printed,I made a sale of $1261.04 but the receipt was not printed. Customer is asking for a receipt.,FINANCIAL|RECEIPT_ERROR|SLA_BREACHED|CHURN_RISK,102.72,114,TRUE,2,4.14,NEUTRAL,FALSE,0,
TKT000054,COMP00032,CUST00276,AGENT022,2026-01-05 19:30:22,2026-01-06 02:30:22,2026-01-06 18:42:58,CLOSED,CRITICAL,FINANCIAL,MISSING_PAYMENT,CHAT,Payment not deposited to account,I made sales on 12/31/2025 totaling $3039.76 and the amount was not credited to my account.,FINANCIAL|MISSING_PAYMENT|SLA_BREACHED|CHURN_RISK|URGENT,23.21,197,TRUE,,,NEGATIVE,FALSE,0,
TKT000055,COMP00023,CUST00068,AGENT013,2026-01-01 19:28:22,2026-01-03 03:28:22,,IN_PROGRESS,HIGH,TECHNICAL,CARD_NOT_READING,LIVE_CHAT,Terminal not reading card,The card reader is not working. I tried cleaning it but the problem persists.,TECHNICAL|CARD_NOT_READING,,77,FALSE,,,NEGATIVE,FALSE,0,
TKT000056,COMP00035,CUST00048,AGENT016,2025-12-21 18:31:22,2025-12-22 15:31:22,2025-12-25 20:30:10,CLOSED,LOW,TECHNICAL,UPDATE_NEEDED,LIVE_CHAT,Terminal update request,The terminal is asking for an update but I cannot do it. How do I proceed?,TECHNICAL|UPDATE_NEEDED|SLA_BREACHED,97.98,227,TRUE,,,POSITIVE,FALSE,0,
TKT000057,COMP00085,CUST00033,AGENT011,2025-10-28 05:35:22,2025-10-29 00:35:22,2025-10-30 14:39:34,CLOSED,MEDIUM,COMMERCIAL,PLAN_CHANGE,EMAIL,Want to change service plan,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMERCIAL|PLAN_CHANGE|SLA_BREACHED|CHURN_RISK,57.07,152,TRUE,7,4.15,POSITIVE,TRUE,0,
TKT000058,COMP00056,CUST00236,,2026-01-13 12:20:22,2026-01-14 01:20:22,,OPEN,CRITICAL,COMMERCIAL,CANCELLATION,CHAT,Request service cancellation,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMERCIAL|CANCELLATION|CHURN_RISK|URGENT,,,FALSE,,,NEGATIVE,FALSE,1,
TKT000059,COMP00020,CUST00141,AGENT006,2026-01-09 06:32:22,2026-01-09 10:32:22,2026-01-12 01:25:46,RESOLVED,HIGH,TECHNICAL,CONNECTION_ERROR,LIVE_CHAT,Connection error with terminal,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",TECHNICAL|CONNECTION_ERROR|SLA_BREACHED|CHURN_RISK,66.89,83,TRUE,,,NEUTRAL,FALSE,0,
TKT000060,COMP00023,CUST00001,AGENT001,2026-01-04 15:40:22,2026-01-06 12:40:22,2026-01-07 01:43:22,RESOLVED,MEDIUM,COMPLAINT,SYSTEM_DOWN,PHONE,System down for hours,The system has been down since 11am and I am losing sales. I need an urgent solution!,COMPLAINT|SYSTEM_DOWN|SLA_BREACHED,58.05,35,TRUE,,,VERY_NEGATIVE,FALSE,0,
TKT000061,COMP00025,CUST00046,AGENT013,2025-11-12 14:42:22,2025-11-12 23:42:22,2025-11-17 02:39:58,RESOLVED,LOW,FINANCIAL,WRONG_FEE,EMAIL,Incorrect fee charged,The fee charged on transactions is different from what was contracted. I contracted 2.5% but am being charged 3.5%.,FINANCIAL|WRONG_FEE|SLA_BREACHED,107.96,178,TRUE,,,NEUTRAL,FALSE,0,
TKT000062,COMP00065,CUST00085,AGENT020,2025-12-18 18:35:22,2025-12-20 14:35:22,2025-12-21 21:11:22,CLOSED,HIGH,INFORMATION,HOW_TO,PORTAL,How to process a mobile payment?,I need help configuring and processing mobile payments on the terminal.,INFORMATION|HOW_TO|SLA_BREACHED|CHURN_RISK,74.6,60,TRUE,1,1.56,POSITIVE,FALSE,0,
TKT000063,COMP00065,CUST00220,AGENT010,2025-12-30 13:33:22,2026-01-01 10:33:22,2025-12-30 18:32:46,RESOLVED,MEDIUM,FINANCIAL,MISSING_PAYMENT,PHONE,Payment not deposited to account,I made sales on 12/29/2025 totaling $2857.59 and the amount was not credited to my account.,FINANCIAL|MISSING_PAYMENT|CHURN_RISK,4.99,221,FALSE,,,NEGATIVE,FALSE,0,
TKT000064,COMP00014,CUST00201,AGENT016,2025-12-31 15:58:22,2026-01-02 08:58:22,2026-01-04 19:57:10,RESOLVED,LOW,COMPLAINT,LONG_WAIT,CHAT,Too long wait time for support,I have been waiting for 60 minutes to be served. This is unacceptable!,COMPLAINT|LONG_WAIT|SLA_BREACHED|CHURN_RISK,99.98,140,TRUE,,,NEGATIVE,FALSE,0,
TKT000065,COMP00034,CUST00292,AGENT025,2025-12-21 00:05:22,2025-12-21 05:05:22,2025-12-21 03:23:22,CLOSED,CRITICAL,TECHNICAL,MOBILE_PAYMENT_ERROR,LIVE_CHAT,Mobile payment not working,Mobile payment is not processing. Customer scanned the QR code but the payment was not approved.,TECHNICAL|MOBILE_PAYMENT_ERROR|CHURN_RISK|URGENT,3.3,22,FALSE,3,1.16,NEGATIVE,FALSE,0,
TKT000066,COMP00031,CUST00257,,2025-11-04 04:04:22,2025-11-05 20:04:22,,OPEN,MEDIUM,COMMERCIAL,PLAN_CHANGE,CHAT,Want to change service plan,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMERCIAL|PLAN_CHANGE,,,FALSE,,,NEUTRAL,TRUE,0,
TKT000067,COMP00098,CUST00105,AGENT021,2025-08-10 13:14:22,2025-08-12 09:14:22,2025-08-15 01:28:10,RESOLVED,MEDIUM,FINANCIAL,WRONG_FEE,PHONE,Incorrect fee charged,The fee charged on transactions is different from what was contracted. I contracted 2.5% but am being charged 3.5%.,FINANCIAL|WRONG_FEE|SLA_BREACHED,108.23,84,TRUE,,,VERY_NEGATIVE,TRUE,0,
TKT000068,COMP00031,CUST00223,AGENT024,2026-01-07 22:10:22,2026-01-08 10:10:22,,PENDING_CUSTOMER,MEDIUM,TECHNICAL,TERMINAL_NOT_WORKING,PHONE,Payment terminal not turning on,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,TECHNICAL|TERMINAL_NOT_WORKING,,66,FALSE,,,POSITIVE,FALSE,0,
TKT000069,COMP00048,CUST00178,AGENT009,2025-12-11 18:32:22,2025-12-13 17:32:22,2025-12-17 23:30:34,RESOLVED,MEDIUM,TECHNICAL,MOBILE_PAYMENT_ERROR,CHAT,Mobile payment not working,Mobile payment is not processing. Customer scanned the QR code but the payment was not approved.,TECHNICAL|MOBILE_PAYMENT_ERROR|SLA_BREACHED,148.97,202,TRUE,,,POSITIVE,FALSE,0,
